service_name,language,upstream_count,downstream_count,transitive_downstream,transitive_upstream,total_coupling,betweenness_centrality,pagerank,in_degree_centrality,out_degree_centrality,fan_in,fan_out,coupling_ratio,max_path_depth,error_rate,latency_p99_ms,requests_per_day,health_score,complexity_score,project,change_type,change_magnitude,has_tests,deployment_frequency,last_incident_days,label_incident_occurred,label_incident_probability,label_severity_score,label_affected_services,label_recovery_minutes
service_0,java,2,2,4,2,4,0.3716772249745968,0.45955044476219464,0.28126201690429375,0.5181829505192849,2,3,0.8463407384332235,4,0.016997562908803304,376.2101705944139,63887.03998260954,60.073933515790976,0.5835861123425986,synthetic,deployment,0.49166235932982116,1,21,29,0,0.3756866534344984,0.6047749746999622,3,198
service_0,java,1,1,3,1,3,0.2183634517364879,0.269989697033951,0.1652437672439728,0.3044367803653356,1,2,0.8463407384332235,4,0.017971832351412927,397.7738544693098,67548.92911152689,63.51726230567794,0.34286168028002634,synthetic,config_change,0.35396836722388014,0,8,71,0,0.19410584219060106,0.3458060158240683,2,132
service_0,java,2,2,4,2,4,0.22797893456347612,0.2818785056905688,0.1725201616843697,0.3178424423945245,2,3,0.8463407384332235,4,0.020036675162364827,443.4753982921916,75309.84730485015,70.81496906582998,0.35795935607031076,synthetic,scaling,0.14185052779605895,1,17,12,1,0.29156268369275656,0.41509952765268743,3,164
service_0,java,1,1,3,1,3,0.379116328685018,0.46874832719631415,0.28689146410460653,0.5285543600404048,1,2,0.8463407384332235,4,0.019087819122774158,422.47419391723577,71743.47699257002,67.46145803932248,0.595266563341378,synthetic,config_change,0.47691398716674527,0,22,119,0,0.38049574828088945,0.5402871945181011,0,127
service_0,java,1,1,3,1,3,0.39574608200971867,0.48930974453140674,0.2994758186101748,0.5517391399116769,1,2,0.8463407384332235,4,0.021256031566811235,470.46363674692844,79892.92028901144,75.1245007302093,0.6213776415561967,synthetic,deployment,0.2647138998112545,0,21,16,1,0.36099274885290145,0.4994118993042228,1,139
service_0,java,2,2,4,2,4,0.36238185764048386,0.44805743441454277,0.2742278657952566,0.5052235853828269,2,3,0.8463407384332235,4,0.020654311531314,457.14565708013464,77631.29536240274,72.99786118773356,0.5689910634108752,synthetic,config_change,0.17355281117210042,1,15,5,0,0.3584282195444858,0.6388537453477245,2,184
service_0,java,2,2,4,2,4,0.2274065872905322,0.28117084208848026,0.17208704515868298,0.31704449035795296,2,3,0.8463407384332235,4,0.020288008784371783,449.0382113447838,76254.50985702203,71.70324930810571,0.3570606894383963,synthetic,scaling,0.42037603641536747,1,24,20,0,0.40736150492331674,0.4958901027304479,3,179
service_0,java,1,1,3,1,3,0.2631606218465725,0.3253779696126222,0.199143456463909,0.3668918575741813,1,2,0.8463407384332235,4,0.02466452023668551,545.9043402667489,92704.06581033491,87.17101132952028,0.4131996095149455,synthetic,scaling,0.9864906905267876,1,1,2,0,0.30097680518033904,0.517498274018939,4,203
service_0,java,1,1,3,1,3,0.3374158902254711,0.41718892631515153,0.2553351872094398,0.470416667475592,1,2,0.8463407384332235,4,0.023409086864685753,518.117603686687,87985.39393585631,82.73397401260243,0.5297909432916101,synthetic,config_change,0.18406717477776605,1,6,6,0,0.22136934437619432,0.47743256132928624,2,155
service_0,java,1,1,3,1,3,0.3818590931432664,0.47213954554915283,0.28896701625465576,0.532378252611847,1,2,0.8463407384332235,4,0.020365510130818953,450.75356282926543,76545.80641793148,71.97715979508736,0.5995730936846618,synthetic,scaling,0.7263092063519222,1,10,58,0,0.3483784203508794,0.5505520369076518,1,149
service_0,java,2,2,4,2,4,0.33695558629970146,0.41661979573732916,0.25498685806293436,0.46977492342897414,2,3,0.8463407384332235,4,0.016654838308506895,368.62458429382514,62598.87529925835,58.86265311265923,0.5290682006523368,synthetic,scaling,0.8187339451444761,1,25,3,0,0.3801842631607584,0.6724056318240691,3,211
service_0,java,1,1,3,1,3,0.40038563087250223,0.495046191642294,0.30298673825493305,0.5582074811423238,1,2,0.8463407384332235,4,0.02499864947706958,553.299683893356,93959.9239739026,88.35191343179274,0.6286623932222167,synthetic,code_change,0.24601006520423144,0,17,22,0,0.30127110898767456,0.507674198435379,1,141
service_0,java,1,1,3,1,3,0.374682966901547,0.46326681462979885,0.283536573911992,0.5223734796008368,1,2,0.8463407384332235,4,0.02337844423185684,517.4393846863586,87870.22053604503,82.62567475245618,0.5883055547189076,synthetic,config_change,0.1996736007870623,1,29,69,0,0.2697794095092713,0.43795152455604136,1,128
service_0,java,1,1,3,1,3,0.23678273032962613,0.2927637254136936,0.17918232225600567,0.33011647093147506,1,2,0.8463407384332235,4,0.016000332225859094,354.1382813850426,60138.84873572524,56.54945356131054,0.37178256771685936,synthetic,deployment,0.31588670148035025,0,11,17,0,0.37608971164848354,0.29350275554474126,2,122
service_0,java,2,2,4,2,4,0.30309173798784367,0.3747497388509074,0.22936082117841666,0.422562805884308,2,3,0.8463407384332235,4,0.024991819409809258,553.1485127647088,93934.25248308446,88.32777414731376,0.47589714184821647,synthetic,code_change,0.12800403992562193,1,4,11,1,0.2827306654309203,0.4598978082982289,3,172
service_0,java,1,1,3,1,3,0.22855983033390034,0.28259673885558767,0.17295974717689444,0.3186523125292447,1,2,0.8463407384332235,4,0.022814834284820694,504.9649025820235,85751.83618800147,80.63372645558874,0.3588714450592481,synthetic,deployment,0.6878465114781547,1,26,43,0,0.365094499652047,0.4571456007933911,1,132
service_0,java,2,2,4,2,4,0.31958895400383436,0.3951472839466681,0.24184487975983904,0.44556280560477607,2,3,0.8463407384332235,4,0.016240360489912297,359.4508708810443,61041.01896946982,57.39777764482811,0.5018001176356247,synthetic,scaling,0.4415526130372468,0,12,4,1,0.40469933199170327,0.5658662006868811,3,191
service_0,java,2,2,4,2,4,0.23946784187073045,0.29608366034657774,0.18121424629363164,0.3338599852695891,2,3,0.8463407384332235,4,0.02225567264973178,492.58887578010456,83650.17126525154,78.65749968289563,0.37599857477940246,synthetic,config_change,0.9196931454795237,1,24,0,0,0.33148235078937044,0.6254943675873652,3,202
service_0,java,1,1,3,1,3,0.3460954892433883,0.42792058626368346,0.26190336347008314,0.4825175440593968,1,2,0.8463407384332235,4,0.02057225049901082,455.32938523413105,77322.86076622587,72.70783555139569,0.5434191483770984,synthetic,scaling,0.3369842053778801,0,17,10,1,0.31740207108316604,0.47629832609782163,0,115
service_0,java,2,2,4,2,4,0.3317528494919197,0.41018700983240813,0.25104975309752,0.4625213998642308,2,3,0.8463407384332235,4,0.020477671141603246,453.236043007606,76967.37479328692,72.37356680596712,0.5208991638021434,synthetic,config_change,0.8151204508301713,0,17,161,0,0.40090578833576124,0.6056273223939165,3,199
service_1,javascript,3,0,4,2,4,0.33634650223326795,0.3623791308053309,0.3882449521897265,0.20611242406979696,0,0,1.5944092675070962,3,0.03899028424106074,1676.2403842710798,61351.971036639545,96.03956181030354,0.9808309022703087,synthetic,deployment,0.15821820416361843,1,1,35,0,0.23481711260091082,0.4370023658116227,2,148
service_1,javascript,4,1,5,3,5,0.2985694930632463,0.32167824747055124,0.3446389297643349,0.18296275287523814,0,1,1.5944092675070962,3,0.029328869282971605,1260.8842452436331,46149.54658092301,72.24188818202968,0.870668145282253,synthetic,scaling,0.44606019488033133,1,19,90,0,0.4190290349411405,0.6843844759899789,2,193
service_1,javascript,3,0,4,2,4,0.2302025095287784,0.24801977947845452,0.2657228831354726,0.14106761019034025,0,0,1.5944092675070962,3,0.03346587337254014,1438.7391508902697,52659.203025396346,82.43201804907953,0.6713009757104834,synthetic,scaling,0.6436645093640972,1,7,19,1,0.22910509951165678,0.5361166335565382,0,126
service_1,javascript,4,1,5,3,5,0.27598451125566603,0.29734522773541794,0.31856907286417724,0.16912272386639116,0,1,1.5944092675070962,3,0.042314411102911814,1819.1486958346861,66582.54934403315,100.0,0.8048073501290325,synthetic,deployment,0.297161928191672,0,4,12,0,0.266423957142304,0.4175097716970233,2,145
service_1,javascript,4,1,5,3,5,0.2533066142044666,0.27291210127998966,0.29239196384729743,0.15522575659308113,0,1,1.5944092675070962,3,0.028527194630929797,1226.4192636987234,44888.09591468034,70.26723003846473,0.738675601831871,synthetic,deployment,0.8363860018734228,1,26,25,1,0.4913457813120793,0.5547350122092292,2,169
service_1,javascript,3,0,4,2,4,0.2982749059600642,0.3213608598429446,0.34429888770939676,0.18278223052244594,0,0,1.5944092675070962,3,0.03229527611043758,1388.413731554468,50817.24545268253,79.54864209281303,0.8698090903127711,synthetic,config_change,0.9595544603364901,1,1,30,1,0.44919800563124385,0.5367491584150719,1,146
service_1,javascript,3,0,4,2,4,0.26290011996726265,0.28324812754045275,0.30346575281634536,0.16110463660214427,0,0,1.5944092675070962,3,0.0335952884688323,1444.302865414587,52862.840197937374,82.75078897833704,0.7666515339458693,synthetic,code_change,0.6366893669743315,1,27,15,1,0.5028234654550225,0.40923414736135993,1,123
service_1,javascript,4,1,5,3,5,0.27033840189589037,0.2912621194270451,0.31205176573034604,0.16566280001114192,0,1,1.5944092675070962,3,0.02945788820999627,1266.4309279627685,46352.56037341185,72.55968328042077,0.7883425482033538,synthetic,deployment,0.6513161215103372,1,21,3,1,0.42698502664232585,0.5732398499892067,2,173
service_1,javascript,3,0,4,2,4,0.2677216985452216,0.28844288783255956,0.30903130361603953,0.16405928974093892,0,0,1.5944092675070962,3,0.037336623728590826,1605.1474803122687,58749.90403866044,91.96632064030554,0.7807118950187097,synthetic,config_change,0.9191211731039208,1,7,18,1,0.41008973127530796,0.5167237292600674,2,163
service_1,javascript,4,1,5,3,5,0.22564846555536464,0.24311326049943327,0.2604661476766875,0.13827690169047965,0,1,1.5944092675070962,3,0.03386825994014827,1456.038245468366,53292.36612030471,83.4231631608338,0.6580207809418033,synthetic,code_change,0.8718061038951553,1,13,11,1,0.45211785027510143,0.6413091659280046,2,185
service_1,javascript,4,1,5,3,5,0.24966788632032966,0.2689917422480525,0.28819177825289394,0.1529959518537719,0,1,1.5944092675070962,3,0.029960974173181464,1288.0592136925468,47144.17592695464,73.79886776952328,0.7280645898843201,synthetic,deployment,0.681166459086051,0,23,87,1,0.46539050656767783,0.5296064291556206,2,165
service_1,javascript,4,1,5,3,5,0.27502516121489223,0.2963116256863247,0.31746169458540713,0.16853483619364168,0,1,1.5944092675070962,3,0.04209130021249844,1809.556883618869,66231.48001604437,100.0,0.8020097584792385,synthetic,scaling,0.9892323695400327,1,20,4,1,0.44358747854784303,0.67577367833792,2,191
service_1,javascript,3,0,4,2,4,0.19530978050562922,0.21042641450846467,0.22544618686715112,0.1196854197598774,0,0,1.5944092675070962,3,0.027518160710340613,1183.0396515796158,43300.361403994706,67.78181149198836,0.5695491612476906,synthetic,scaling,0.4727352018954041,1,10,4,0,0.2090861055847364,0.39708046252262047,1,121
service_1,javascript,3,0,4,2,4,0.35015341372924974,0.37725467300303167,0.40418227770984616,0.2145732701866991,0,0,1.5944092675070962,3,0.03676469741414449,1580.5596630197579,57849.966852717815,90.55757090440689,1.0,synthetic,deployment,0.3595648940368712,1,12,14,0,0.16712388468592823,0.5211393549043237,0,123
service_1,javascript,4,1,5,3,5,0.3124159790809334,0.33659642718843535,0.3606219361765862,0.19144785017520863,0,1,1.5944092675070962,3,0.04194618490956932,1803.3181978570105,66003.13826282103,100.0,0.9110463305281999,synthetic,code_change,0.42056708240583474,1,21,5,1,0.5167399194881206,0.5569578462171082,1,150
service_1,javascript,4,1,5,3,5,0.35094002786434464,0.37810216969071,0.4050902668378552,0.21505530566236322,0,1,1.5944092675070962,3,0.029667294073978775,1275.4335441976355,46682.064575600445,73.07548478863878,1.0,synthetic,config_change,0.5400080486132063,1,29,63,0,0.5643443830822775,0.5869001411457583,2,175
service_1,javascript,3,0,4,2,4,0.19538486788515433,0.21050731351929455,0.22553286027056166,0.11973143314698924,0,0,1.5944092675070962,3,0.03550944689107822,1526.594895639959,55874.8057264548,87.46567987196133,0.5697681259811418,synthetic,scaling,0.9162485279513505,0,18,27,1,0.26783384593284515,0.4361177052410361,1,128
service_1,javascript,3,0,4,2,4,0.3460630324558326,0.37284770340268986,0.39946074836022855,0.21206669320719776,0,0,1.5944092675070962,3,0.04402155957143021,1892.5411129605789,69268.78068177459,100.0,1.0,synthetic,config_change,0.9828886403464165,1,26,26,1,0.5229037201887886,0.6669923076413933,1,170
service_1,javascript,3,0,4,2,4,0.2718160846584344,0.2928541722402637,0.3137574557544319,0.16656832087778337,0,0,1.5944092675070962,3,0.03581104893502926,1539.5611393052727,56349.382412038154,88.20857592173277,0.7926516666500506,synthetic,config_change,0.7531448168979542,1,14,17,0,0.44783272108853367,0.5666722709582989,0,132
service_1,javascript,3,0,4,2,4,0.230470768577115,0.24830880130600858,0.2660325347022478,0.14123199876689504,0,0,1.5944092675070962,3,0.027515181594532256,1182.9115757185496,43295.67370729419,67.77447343374165,0.6720832545885901,synthetic,code_change,0.6639332599838892,1,1,19,0,0.3535855033591211,0.3879560524130204,1,119
service_2,python,1,2,7,3,4,0.27083328944605534,0.1296701927707503,0.22186530134983007,0.31686887811836634,0,0,1.3371530030260117,1,0.015487955726944102,655.6867260301365,80579.39757665213,98.64550142593049,0.18786059719258094,synthetic,scaling,0.759746070873994,1,24,139,0,0.23957195573702245,0.526105103822773,4,204
service_2,python,2,3,9,4,5,0.33143480923272084,0.15868512948333102,0.2715097689011659,0.38777129792925696,1,1,1.3371530030260117,1,0.010783084063586466,456.50473250389274,56101.2978846909,68.67935014302395,0.22989618935034847,synthetic,code_change,0.5388650287004898,0,12,15,0,0.32278754390119485,0.6146551459119995,5,240
service_2,python,2,3,9,4,5,0.21998282242778502,0.1053238878012678,0.1802088483640708,0.2573749714836589,1,1,1.3371530030260117,1,0.016500651659487282,698.5594777463689,85848.16445662799,100.0,0.15258871787112613,synthetic,code_change,0.8820498270512306,1,4,55,1,0.3199988121666542,0.5724045430127103,4,213
